,Education,EducationField,Gender,MaritalStatus,Age,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Country,Attrition,BusinessTravel,Department,JobLevel,JobRole,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction
944,Bachelor,Medical,Female,Married,50,2,1,32,2.0,Austria,No,Travel_Frequently,Research & Development,4,Manager,17856,No,22,3,Very High,High,Low,High
945,Master,Marketing,Male,Single,32,0,0,4,8.0,Nuevo México,No,Travel_Frequently,Sales,2,Sales Executive,4648,No,13,2,Very High,High,Very High,High
946,Master,Medical,Male,Married,32,2,1,3,0.0,Kentucky,No,Travel_Rarely,Sales,1,Sales Representative,2269,No,14,2,Medium,Medium,Medium,Medium
947,Bachelor,Life Sciences,Male,Married,38,7,5,10,0.0,Nuevo México,No,Travel_Rarely,Sales,2,Sales Executive,9924,No,11,3,High,High,Medium,Very High
948,,Life Sciences,Female,Divorced,37,0,0,8,2.0,Utah,No,Travel_Rarely,Sales,2,Sales Executive,6694,Yes,14,5,Very High,Medium,Very High,High
949,Bachelor,Life Sciences,Female,Single,50,2,2,21,3.0,Grecia,No,Travel_Rarely,Research & Development,5,Manager,19926,No,15,5,High,High,,Medium
950,Bachelor,Life Sciences,Female,Divorced,26,1,0,6,1.0,Grecia,No,Travel_Frequently,Research & Development,2,Manufacturing Director,6397,No,20,6,High,High,Medium,Low
951,College,Technical Degree,Male,Divorced,40,3,3,9,1.0,Países Bajos,No,Travel_Rarely,Research & Development,2,Research Scientist,3319,No,17,3,Low,High,Very High,Low
952,Bachelor,Life Sciences,Male,Single,36,0,2,15,2.0,Georgia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2013,No,11,4,Low,High,Medium,High
953,College,Marketing,Male,Married,53,3,4,13,2.0,Indiana,No,Travel_Rarely,Sales,2,Sales Representative,2306,Yes,20,3,Medium,High,,Very High
954,Master,Medical,Female,Divorced,27,0,3,6,0.0,Tennessee,No,Travel_Rarely,Research & Development,1,Research Scientist,2187,No,12,5,Low,Medium,,High
955,Master,Marketing,Female,Single,43,7,15,23,3.0,Virginia Occidental,No,Travel_Rarely,Sales,3,Sales Executive,10231,No,14,3,Very High,Medium,Very High,Very High
956,,Human Resources,Male,Divorced,29,0,0,4,4.0,Florida,Yes,Travel_Rarely,Human Resources,1,Human Resources,2335,Yes,15,3,Low,Medium,Low,Very High
957,Below College,Marketing,Female,Married,39,0,4,21,0.0,Noruega,No,Travel_Rarely,Sales,4,Sales Executive,12031,No,11,2,Medium,Medium,Very High,Low
958,Bachelor,Medical,Female,Married,35,0,0,5,1.0,Polonia,No,Travel_Rarely,Sales,2,Sales Executive,4601,No,16,3,High,High,High,Medium
959,Below College,Life Sciences,Male,Married,34,0,5,10,1.0,Suecia,No,Travel_Frequently,Research & Development,2,Manufacturing Director,9547,No,17,2,Very High,Medium,High,High
960,Bachelor,Medical,Male,Single,35,0,3,6,1.0,Portugal,No,Travel_Rarely,Research & Development,1,Research Scientist,2859,No,18,3,Medium,Medium,High,Low
961,Bachelor,Life Sciences,Male,Married,27,0,1,6,1.0,Wyoming,No,Travel_Rarely,Research & Development,2,Manufacturing Director,6142,Yes,20,0,Medium,Very High,Medium,Medium
962,Master,Medical,Male,Divorced,37,5,5,9,1.0,Virginia,No,Non-Travel,Sales,3,Sales Executive,8834,No,13,6,Low,High,Medium,Very High
963,Master,Life Sciences,Female,Single,35,1,3,9,1.0,Michigan,No,Travel_Rarely,Human Resources,3,Human Resources,8837,Yes,16,2,High,High,Very High,High
964,Bachelor,Medical,Male,Married,39,7,5,11,2.0,Grecia,No,Travel_Rarely,Sales,3,Sales Executive,8237,No,11,3,Very High,Very High,High,Low
965,Bachelor,Life Sciences,Male,Married,29,0,1,6,0.0,Delaware,No,Travel_Rarely,Research & Development,2,Healthcare Representative,5373,No,12,5,Low,High,Low,Low
966,College,Medical,Female,Single,41,0,1,8,6.0,Hungría,No,,Research & Development,2,Manufacturing Director,5003,No,14,6,Very High,High,High,Medium
967,,Technical Degree,Female,Single,21,0,2,2,1.0,Finlandia,No,Travel_Rarely,Research & Development,1,Research Scientist,2070,Yes,11,6,Very High,Medium,,High
968,Master,Medical,Male,Single,40,0,0,10,6.0,Alabama,No,Travel_Frequently,Research & Development,2,Laboratory Technician,5094,No,14,6,Low,Medium,High,Very High
969,Master,Life Sciences,Female,Married,36,0,1,9,4.0,Francia,No,Travel_Rarely,Research & Development,3,Healthcare Representative,8008,No,12,6,Medium,High,Low,High
970,Master,Medical,Female,Divorced,54,1,1,9,9.0,Países Bajos,No,Travel_Rarely,Research & Development,2,Manufacturing Director,5485,Yes,11,4,Very High,High,Low,Medium
971,Master,Life Sciences,Male,Divorced,58,0,2,2,1.0,Florida,No,Travel_Rarely,Research & Development,1,Research Scientist,2372,No,12,3,Low,High,High,Very High
972,College,Medical,Male,Single,28,0,4,9,0.0,Nuevo México,No,Travel_Rarely,Research & Development,2,Healthcare Representative,5661,No,19,2,Medium,Very High,Low,
973,Below College,Medical,Female,Married,34,0,1,9,3.0,Bélgica,No,,Sales,2,Sales Executive,8103,Yes,12,3,Very High,Medium,Very High,High
974,Below College,Life Sciences,Male,Married,37,0,2,8,7.0,Noruega,No,Travel_Rarely,Research & Development,1,Research Scientist,2996,Yes,15,2,High,High,,Very High
975,Bachelor,Life Sciences,Male,Married,30,1,5,10,3.0,Carolina del Sur,No,Travel_Rarely,Research & Development,2,Healthcare Representative,5294,No,16,3,High,Very High,High,High
976,College,Medical,Male,Divorced,37,0,0,8,7.0,Francia,No,Travel_Rarely,Research & Development,2,Manufacturing Director,6347,No,16,2,Very High,High,Very High,High
977,,Life Sciences,Male,Married,44,6,13,24,3.0,Massachusetts,No,Travel_Rarely,Research & Development,4,Research Director,16328,No,13,1,Very High,High,Low,High
978,Master,Technical Degree,Female,Married,54,0,3,16,9.0,Dinamarca,No,Travel_Rarely,Research & Development,3,Research Director,13549,No,12,5,Low,High,High,Low
979,College,Other,Female,Married,35,0,0,4,0.0,Virginia,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4788,Yes,11,2,Very High,Medium,Medium,Very High
980,,Other,Female,Single,37,0,1,8,3.0,Austria,No,Travel_Rarely,Research & Development,2,Healthcare Representative,4107,No,15,3,Very High,High,Medium,Low
981,,Life Sciences,Female,Married,33,1,2,10,2.0,Idaho,No,Travel_Frequently,Sales,2,Sales Executive,5376,No,19,3,High,Very High,,Low
982,Bachelor,Life Sciences,Male,Single,56,0,0,37,4.0,Luisiana,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7260,No,11,3,Very High,Low,Very High,Low
983,Below College,Technical Degree,Male,Married,30,0,0,1,1.0,Massachusetts,No,Travel_Rarely,Sales,1,Sales Representative,2476,No,18,3,High,High,Medium,Low
984,Bachelor,Medical,Female,Married,31,7,1,10,0.0,Suecia,No,Travel_Rarely,Research & Development,2,Healthcare Representative,5855,Yes,11,2,Very High,High,Very High,High
985,Master,Life Sciences,Female,Married,42,2,2,10,1.0,Finlandia,No,Travel_Rarely,Research & Development,2,Healthcare Representative,4089,No,13,4,High,High,Very High,Medium
986,Bachelor,Medical,Female,Divorced,47,3,1,28,9.0,Maryland,No,Travel_Frequently,Sales,4,Sales Executive,13770,Yes,12,2,Very High,High,High,Very High
987,,Medical,Female,Divorced,35,9,1,16,1.0,Dakota del Norte,No,,Research & Development,3,Healthcare Representative,10388,Yes,11,3,High,High,High,High
988,,Marketing,Male,Married,23,0,0,1,1.0,Delaware,Yes,Travel_Frequently,Sales,1,Sales Representative,1790,No,19,3,Very High,High,Low,Low
989,Below College,Life Sciences,Female,Single,32,6,0,10,1.0,Carolina del Norte,Yes,Travel_Frequently,Research & Development,1,Research Scientist,3919,Yes,22,5,Medium,Low,Low,Medium
990,Bachelor,Life Sciences,Male,Married,36,4,5,15,7.0,Wisconsin,No,Travel_Rarely,Research & Development,3,Healthcare Representative,8321,Yes,13,1,Very High,High,Low,Very High
991,Bachelor,Life Sciences,Male,Single,29,0,1,11,3.0,Virginia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2062,No,14,2,Very High,High,Low,Medium
992,Master,Marketing,Male,Married,32,1,0,4,0.0,Polonia,No,Non-Travel,Sales,2,Sales Executive,4465,No,18,2,High,High,Very High,Low
993,,Life Sciences,Male,Married,44,0,1,10,4.0,Rumania,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2362,No,12,4,Low,High,Low,High
994,,Marketing,Male,Single,30,1,2,4,0.0,Virginia,No,Travel_Rarely,Sales,1,Sales Representative,2983,No,14,3,Very High,High,Medium,Low
995,Bachelor,Marketing,Female,Married,54,0,5,16,2.0,Dinamarca,No,,Sales,2,Sales Executive,5940,No,14,4,Very High,High,Low,Very High
996,Master,Medical,Male,Single,36,6,3,10,1.0,Hawaii,No,Non-Travel,Sales,3,Sales Executive,9980,No,14,3,Medium,High,Very High,Very High
997,Bachelor,Medical,Male,Single,44,1,1,6,6.0,Bélgica,No,Travel_Rarely,Research & Development,1,Research Scientist,2436,Yes,12,2,Medium,High,Very High,High
998,,Life Sciences,Male,Single,48,0,0,25,6.0,Bélgica,No,Travel_Rarely,Research & Development,5,Research Director,18265,No,12,3,Very High,Medium,Very High,High
999,Master,Life Sciences,Female,Married,35,0,2,3,1.0,República Checa,No,Travel_Rarely,Sales,1,Sales Representative,2572,No,16,1,Low,High,Very High,Medium
1000,College,Life Sciences,Male,Single,41,0,7,16,7.0,Grecia,No,Non-Travel,Sales,2,Sales Executive,6230,No,14,3,Very High,High,Very High,Very High
1001,Bachelor,Medical,Male,Single,41,0,0,8,6.0,Polonia,No,,Research & Development,2,Manufacturing Director,6032,Yes,15,3,Very High,Medium,,Very High
1002,Bachelor,Medical,Male,Married,33,0,1,5,0.0,Illinois,No,Travel_Frequently,Sales,2,Sales Executive,4373,No,14,2,Very High,High,Low,Low
1003,Master,Technical Degree,Male,Married,34,0,0,5,1.0,Michigan,Yes,Non-Travel,Research & Development,1,Research Scientist,2307,Yes,23,2,Very High,Low,Low,Medium
1004,Bachelor,Life Sciences,Male,Married,32,0,9,10,1.0,Francia,No,Travel_Rarely,Research & Development,2,Research Scientist,6220,No,17,3,Medium,High,Medium,Medium
1005,Bachelor,Life Sciences,Male,Divorced,43,2,3,25,1.0,Italia,No,Travel_Rarely,Research & Development,4,Research Director,14336,No,11,3,Low,Medium,Medium,High
1006,Bachelor,Life Sciences,Male,Married,43,0,7,25,3.0,Nueva Jersey,No,Travel_Rarely,Research & Development,5,Research Director,19740,No,14,2,High,Low,Very High,Medium
1007,,Life Sciences,Female,Single,20,0,0,1,,Ohio,No,Travel_Rarely,Research & Development,1,Research Scientist,2836,No,13,0,Very High,Medium,Medium,Very High
1008,Below College,Life Sciences,Female,Married,26,3,6,8,1.0,Reino Unido,No,Travel_Rarely,Human Resources,1,Human Resources,2942,No,23,3,High,High,,Very High
1009,Bachelor,Medical,Male,Divorced,28,0,0,1,1.0,Suecia,Yes,Travel_Frequently,Research & Development,1,Laboratory Technician,2596,No,15,2,Low,Medium,Medium,Low
1010,Master,Medical,Female,Married,36,0,1,4,0.0,Francia,No,Non-Travel,Research & Development,2,Manufacturing Director,4374,No,15,6,Very High,Medium,High,High
1011,Bachelor,Medical,Male,Single,31,0,0,10,0.0,Washington,No,Non-Travel,Research & Development,2,Manufacturing Director,9936,No,19,2,Medium,High,Low,Medium
1012,Master,Life Sciences,Male,Married,30,0,0,1,1.0,Oregón,Yes,Travel_Frequently,Sales,1,Sales Representative,2033,No,18,2,Medium,Medium,Low,High
1013,Master,Life Sciences,Male,Married,34,0,0,6,3.0,Italia,No,Non-Travel,Research & Development,1,Research Scientist,2979,No,17,2,High,Medium,Very High,Very High
1014,Bachelor,Medical,Male,Married,42,0,0,10,5.0,Italia,No,,Research & Development,2,Healthcare Representative,5538,No,18,2,Medium,Very High,,High
1015,Bachelor,Technical Degree,Female,Divorced,34,0,3,8,1.0,Países Bajos,No,Travel_Rarely,Sales,1,Sales Representative,2579,Yes,18,3,High,High,High,Very High
1016,Bachelor,Life Sciences,Male,Divorced,30,1,0,6,0.0,Montana,No,,Human Resources,1,Human Resources,2064,No,21,3,High,High,,Low
1017,College,Medical,Male,Married,35,0,3,10,2.0,Italia,No,Non-Travel,Research & Development,3,Healthcare Representative,9884,Yes,13,3,High,Medium,,High
1018,Bachelor,Life Sciences,Male,Divorced,31,0,1,10,9.0,Montana,No,Travel_Rarely,Sales,3,Manager,11557,No,21,3,High,Medium,Very High,High
1019,Doctor,Marketing,Male,Married,55,0,10,36,1.0,Virginia Occidental,No,Travel_Rarely,Sales,5,Manager,19586,No,21,3,High,Medium,Very High,High
1020,Master,Life Sciences,Male,Divorced,49,0,0,29,3.0,Portugal,No,Travel_Rarely,Research & Development,3,Healthcare Representative,10466,No,14,3,High,High,,Medium
1021,Bachelor,Medical,Male,Single,44,0,4,9,2.0,Oregón,No,,Research & Development,1,Laboratory Technician,3708,No,14,5,Low,Low,High,High
1022,College,Medical,Female,Married,39,0,0,12,4.0,Francia,Yes,Travel_Rarely,Sales,2,Sales Executive,5238,Yes,18,3,Very High,High,High,Low
1023,Master,Life Sciences,Male,Divorced,52,0,0,16,2.0,Pensilvania,No,Non-Travel,Sales,1,Sales Representative,3482,No,15,3,Low,High,Very High,Medium
1024,,Medical,Female,Single,34,2,1,14,2.0,España,No,Travel_Rarely,Research & Development,3,Manager,11631,No,12,6,High,Medium,Low,Very High
1025,Doctor,Medical,Male,Divorced,43,2,7,10,3.0,Dinamarca,No,,Research & Development,2,Laboratory Technician,5679,Yes,13,3,Very High,High,High,Medium
1026,Bachelor,Technical Degree,Female,Married,34,0,0,2,0.0,Reino Unido,No,Travel_Rarely,Research & Development,1,Research Scientist,2585,No,17,5,High,Very High,High,Very High
1027,Bachelor,Medical,Female,Married,33,1,3,8,1.0,Finlandia,No,Travel_Rarely,Research & Development,1,Research Scientist,2756,No,13,5,Very High,High,,Very High
1028,College,Other,Female,Married,38,0,2,5,1.0,Washington,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3702,No,11,3,Very High,Medium,,Medium
1029,Master,Other,Female,Married,33,1,0,6,1.0,República Checa,No,Travel_Frequently,Research & Development,2,Healthcare Representative,5488,Yes,13,2,High,Very High,Medium,Low
1030,College,Marketing,Female,Divorced,40,0,0,8,7.0,España,No,Travel_Rarely,Sales,2,Sales Executive,5715,No,12,5,Very High,High,Medium,High
1031,Bachelor,Medical,Male,Married,35,1,0,5,4.0,Illinois,No,,Research & Development,1,Research Scientist,2194,No,13,2,Medium,High,Low,Very High
1032,Master,Life Sciences,Female,Divorced,35,3,5,10,1.0,Hawaii,Yes,Travel_Frequently,Research & Development,1,Research Scientist,2022,Yes,19,3,Very High,High,Medium,Low
1033,Master,Technical Degree,Male,Single,29,0,3,11,6.0,Oklahoma,Yes,,Research & Development,1,Research Scientist,2362,No,13,2,Low,Medium,Low,High
1034,,Medical,Male,Single,26,7,4,8,0.0,Rumania,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2867,No,13,6,High,High,Low,Very High
1035,,Life Sciences,Male,Married,35,0,1,10,1.0,Maine,No,,Research & Development,2,Healthcare Representative,5689,Yes,14,2,High,High,High,Very High
1036,Bachelor,Life Sciences,Male,Single,27,0,4,9,1.0,California,No,Travel_Frequently,Sales,3,Sales Executive,8726,No,15,0,Very High,High,High,Very High
1037,College,Life Sciences,Male,Married,55,0,0,24,3.0,Polonia,No,Travel_Rarely,Sales,3,Sales Executive,10239,No,14,4,Low,High,Very High,Very High
1038,Bachelor,Technical Degree,Female,Married,51,1,2,15,2.0,Florida,No,Travel_Rarely,Research & Development,3,Manager,13116,No,11,2,Low,High,High,Very High
1039,Master,Medical,Male,Divorced,46,0,0,17,7.0,Iowa,No,Travel_Rarely,Research & Development,3,Healthcare Representative,9396,No,16,3,Very High,High,,High
1040,College,Medical,Male,Married,54,1,1,24,4.0,Portugal,No,Travel_Rarely,Research & Development,5,Research Director,19406,No,11,4,Low,High,Low,High
1041,,Life Sciences,Male,Single,52,0,7,10,9.0,Michigan,Yes,Travel_Rarely,Sales,3,Sales Executive,8446,Yes,19,2,Medium,High,,High
1042,Below College,Medical,Male,Single,23,1,1,5,1.0,Oklahoma,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,3989,Yes,11,2,Very High,Medium,High,Low
1043,Bachelor,Life Sciences,Female,Divorced,35,3,2,10,7.0,Georgia,No,,Research & Development,3,Manager,11996,No,18,6,Medium,Very High,Medium,Medium
1044,Master,Life Sciences,Male,Single,53,2,2,15,6.0,Países Bajos,Yes,Travel_Rarely,Sales,3,Sales Executive,10448,Yes,13,2,Low,High,Low,Medium
1045,College,Medical,Female,Divorced,50,11,5,29,5.0,New Hampshire,No,Travel_Rarely,Research & Development,5,Research Director,18740,Yes,12,2,Medium,Medium,High,Very High
1046,Bachelor,Life Sciences,Male,Divorced,38,0,1,4,1.0,Reino Unido,No,Travel_Frequently,Research & Development,1,Research Scientist,2610,No,11,2,Very High,Very High,High,Very High
1047,Master,Marketing,Male,Divorced,60,1,3,12,0.0,Países Bajos,No,Travel_Rarely,Sales,2,Sales Executive,5220,Yes,18,3,Medium,Very High,Very High,Medium
1048,Master,Life Sciences,Female,Married,54,0,0,13,6.0,Vermont,No,Travel_Rarely,Sales,3,Sales Executive,10686,No,11,4,High,Medium,,Medium
1049,Bachelor,Medical,Male,Married,24,0,1,6,1.0,Texas,No,,Research & Development,1,Research Scientist,2725,Yes,11,3,Medium,Very High,Very High,Medium
1050,Master,Marketing,Male,Divorced,37,0,0,9,4.0,Hawaii,No,Travel_Rarely,Sales,2,Sales Executive,6334,No,19,2,Very High,Medium,High,
1051,College,Medical,Male,Married,44,0,5,24,9.0,Dakota del Sur,Yes,Travel_Rarely,Human Resources,3,Human Resources,10482,No,14,1,Medium,Medium,Low,Very High
1052,College,Life Sciences,Female,Married,45,0,6,10,0.0,Suiza,No,Travel_Rarely,Research & Development,2,Manufacturing Director,5906,No,13,2,Medium,Medium,Very High,Very High
1053,Doctor,Life Sciences,Male,Married,35,0,0,16,1.0,Austria,No,Travel_Rarely,Research & Development,2,Research Scientist,5208,No,11,2,Medium,Very High,Low,Very High
1054,Bachelor,Life Sciences,Male,Divorced,28,0,0,1,1.0,Alabama,No,Travel_Rarely,Research & Development,1,Research Scientist,1563,No,14,2,Low,Medium,High,Very High
1055,Master,Life Sciences,Male,Divorced,35,0,6,12,6.0,Portugal,No,Travel_Rarely,Sales,3,Sales Executive,7823,No,13,2,Very High,High,Very High,Medium
1056,Bachelor,Medical,Female,Single,22,0,0,1,1.0,Polonia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2871,No,15,5,Medium,High,Very High,High
1057,Bachelor,Life Sciences,Male,Single,39,0,3,9,9.0,Wisconsin,No,,Research & Development,2,Laboratory Technician,6782,No,15,2,High,High,Medium,High
1058,College,Marketing,Female,Divorced,34,1,0,3,0.0,Noruega,Yes,Travel_Frequently,Sales,1,Sales Representative,2351,No,16,3,Very High,Low,,Very High
1059,College,Life Sciences,Male,Single,37,0,0,4,3.0,Nueva York,No,Travel_Rarely,Research & Development,1,Research Scientist,4680,No,17,2,Very High,Very High,Very High,Low
1060,,Life Sciences,Male,Divorced,45,0,12,20,8.0,Tennessee,No,Travel_Rarely,Research & Development,2,Laboratory Technician,2348,No,18,2,Medium,High,Medium,High
1061,Below College,Life Sciences,Male,Married,28,1,4,8,1.0,Rumania,No,,Research & Development,2,Manufacturing Director,6549,No,14,2,High,Low,Medium,Medium
1062,Below College,Human Resources,Male,Married,24,0,0,1,1.0,Bélgica,Yes,Travel_Rarely,Human Resources,1,Human Resources,1555,No,11,2,Very High,Low,,High
1063,Below College,Life Sciences,Male,Divorced,58,0,0,3,9.0,Washington,Yes,,Research & Development,1,Laboratory Technician,2380,Yes,14,3,Very High,Medium,Very High,Very High
1064,College,Medical,Female,Single,42,0,3,10,7.0,Rumania,No,Travel_Rarely,Sales,2,Sales Executive,6244,No,17,6,High,Medium,High,Low
1065,,Medical,Female,Married,33,0,0,10,1.0,España,No,,Sales,2,Sales Executive,4539,No,12,3,Medium,High,High,Low
1066,Master,Life Sciences,Female,Single,36,3,7,18,9.0,Noruega,No,Travel_Rarely,Research & Development,2,Manufacturing Director,5410,Yes,11,2,High,High,,Very High
1067,Bachelor,Life Sciences,Male,Married,32,2,5,13,,New Hampshire,No,,Sales,2,Sales Executive,5484,No,14,3,Very High,Medium,High,
1068,,Medical,Male,Married,24,1,0,6,2.0,Georgia,Yes,Travel_Rarely,Research & Development,1,Research Scientist,2293,Yes,16,2,Medium,High,Very High,Low
