,Education,EducationField,Gender,MaritalStatus,Age,EmployeeId,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Country,Attrition,BusinessTravel,Department,JobLevel,JobRole,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction
811,Bachelor,Life Sciences,Male,Divorced,24,d03758a1-c0c5-4839-bd5a-6e87dfc209e5,1,0,0,1,1.0,Alemania,No,Non-Travel,Research & Development,1,Laboratory Technician,2694,No,11,4,High,Medium,,High
812,Master,Human Resources,Male,Divorced,41,6886ab51-d3c7-45f4-85cd-44220409152c,2,0,1,23,3.0,España,No,Travel_Rarely,Human Resources,5,Manager,19141,No,15,2,Medium,Medium,Very High,Medium
813,,Medical,Female,Married,59,08763ea4-4791-4eda-a2a0-94c959d84485,9,0,0,12,4.0,Maine,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2670,Yes,20,3,High,Very High,,Low
814,Below College,Life Sciences,Male,Married,55,c5357fb4-4626-41cd-9ab9-a0714304087b,4,0,0,23,3.0,Noruega,No,Travel_Frequently,Research & Development,3,Manufacturing Director,10976,No,18,4,Very High,High,Medium,Medium
815,Bachelor,Life Sciences,Female,Married,60,9fc4be7d-9c92-48e9-8326-b4247099077e,4,11,2,33,5.0,Alemania,No,Travel_Rarely,Research & Development,5,Manager,19566,No,11,5,Low,High,Low,Very High
816,,Medical,Female,Single,19,ecd99c14-ebaa-419a-8c97-4d261381e0bf,12,0,0,1,1.0,Wyoming,No,Travel_Rarely,Research & Development,1,Laboratory Technician,1483,No,14,3,Medium,High,,Very High
817,College,Life Sciences,Female,Single,32,02905e91-78ac-4ad6-9906-cc9bf236d68e,1,0,2,10,4.0,Alemania,No,Travel_Frequently,Research & Development,2,Research Scientist,4998,Yes,14,2,Very High,High,High,Very High
818,,Life Sciences,Male,Single,39,c95da932-99ca-4b64-b18b-b158a6e85ad4,8,0,1,18,7.0,Arkansas,No,Travel_Rarely,Research & Development,2,Research Scientist,4108,No,13,2,Low,High,Very High,Low
819,Master,Medical,Female,Single,35,e0a0efd4-3b86-41a7-8611-56e393205d37,11,0,1,10,3.0,Hungría,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6142,Yes,16,4,Low,High,High,High
820,,Life Sciences,Female,Single,40,758fb15e-58e7-4ff4-b40c-8a2f4412675d,1,0,0,22,4.0,Suiza,Yes,Non-Travel,Sales,4,Sales Executive,13194,Yes,16,2,Medium,Very High,Medium,Very High
821,Below College,Life Sciences,Male,Married,35,8d77076c-ae29-478a-b644-46d6656ebffd,10,0,0,1,1.0,Nueva York,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2269,No,19,2,Very High,Very High,Very High,Very High
822,College,Life Sciences,Male,Married,46,41c177c1-9879-478d-8ab8-993f22e33a46,6,0,1,25,5.0,Massachusetts,No,Travel_Rarely,Research & Development,5,Research Director,19081,No,11,2,Very High,High,Medium,Low
823,Bachelor,Life Sciences,Male,Married,42,860dde23-a5f9-4d64-b42b-d236ef1b282c,1,2,0,10,1.0,Alabama,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4434,No,13,3,Medium,High,Medium,Very High
824,College,Life Sciences,Female,Married,32,dedcfb1e-cc6f-497e-b485-0a45f506a63b,6,2,3,12,3.0,Kentucky,No,Travel_Rarely,Research & Development,2,Research Scientist,5878,No,12,2,Very High,Medium,Medium,Low
825,Bachelor,Life Sciences,Female,Single,39,409591fd-0569-4b20-adf6-8ad0b0d20bdc,0,2,0,9,4.0,Vermont,No,,Research & Development,3,Manufacturing Director,8376,No,18,3,Medium,High,Medium,Very High
826,Master,Life Sciences,Male,Married,50,69806965-f585-4593-b5dd-f4d42766ada8,12,11,4,28,0.0,Carolina del Sur,No,Travel_Rarely,Research & Development,4,Manager,17046,No,15,2,Medium,Medium,High,Medium
827,Below College,Life Sciences,Male,Single,31,f1a4bac8-b9dd-41d0-a207-02e393b651ce,6,0,2,10,4.0,Minnesota,No,,Sales,2,Sales Executive,6582,Yes,13,2,Medium,High,Very High,High
828,Below College,Medical,Female,Married,27,05af3f93-2338-4834-9bac-61dce60e47e0,5,0,7,9,1.0,Misuri,No,Travel_Rarely,Sales,2,Sales Representative,3540,No,21,5,Medium,Medium,High,Very High
829,Master,Technical Degree,Female,Married,36,05459c50-47b5-4113-a585-85cd0d1a1472,4,1,4,10,1.0,Finlandia,No,Travel_Rarely,Sales,2,Sales Executive,5673,Yes,13,4,Medium,Medium,High,Low
830,,Technical Degree,Male,Single,35,325a3b21-0713-4757-ac4d-8739764252e4,4,3,2,9,0.0,Utah,Yes,Travel_Rarely,Sales,3,Sales Executive,9582,Yes,22,2,Very High,High,Low,Low
831,,Medical,Female,Married,38,a143e9e7-a7ef-4ada-bc27-fb27115f1dfb,5,0,0,7,7.0,Alabama,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3306,No,19,5,Very High,High,High,Very High
832,Bachelor,Technical Degree,Male,Single,50,10cdf239-9334-46d4-9ccf-a7d385a2550f,4,0,0,20,6.0,Bélgica,No,Travel_Rarely,Research & Development,3,Healthcare Representative,10496,No,15,2,Very High,Medium,Very High,Very High
833,Bachelor,Medical,Female,Single,43,4a8ae548-9161-4992-8ff0-ba4b9c64c9b4,7,1,1,18,4.0,Florida,No,Travel_Frequently,Research & Development,1,Research Scientist,4739,No,12,2,Medium,Very High,High,Very High
834,Bachelor,Medical,Female,Single,30,b6843b67-1627-4102-a152-0dad234bf4cd,2,0,1,9,9.0,Alemania,No,Travel_Rarely,Research & Development,3,Manufacturing Director,9667,No,14,3,Low,High,High,Medium
835,Bachelor,Marketing,Female,Divorced,31,fff9d110-9d00-47a6-b212-4a31c626e22d,5,2,0,2,1.0,Hungría,No,Travel_Frequently,Sales,1,Sales Representative,2789,No,11,5,Very High,High,Medium,High
836,Bachelor,Technical Degree,Male,Married,31,e99c5a76-3d74-4f58-ae46-38fb4aab49d9,4,0,1,6,1.0,Arizona,No,Travel_Rarely,Sales,2,Sales Executive,8346,No,19,3,Low,High,,High
837,Master,Medical,Male,Divorced,46,8b7433e0-eaf3-4c51-b08f-4f8b98d96349,9,0,2,24,7.0,Hawaii,No,Travel_Rarely,Research & Development,5,Research Director,19328,Yes,17,3,High,High,Very High,High
838,,Human Resources,Male,Married,31,0013ab1a-a446-43e5-9c7e-21abbda20fe4,3,0,0,9,3.0,España,No,Travel_Rarely,Human Resources,2,Human Resources,6410,No,12,1,Low,Medium,Low,Very High
839,College,Life Sciences,Female,Married,33,4896ba5b-f434-430d-9975-7f3aa372c9ae,0,1,1,13,7.0,Alabama,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2707,No,20,3,Low,High,Low,Low
840,Master,Medical,Female,Single,31,46c6937b-5da6-49f1-afc8-743165841287,4,0,10,11,,Vermont,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7143,Yes,14,2,High,High,,High
841,Master,Technical Degree,Female,Married,36,3dd00f7e-caa0-4f7b-b189-39725167e643,1,0,1,10,3.0,Nueva York,No,Travel_Rarely,Research & Development,3,Healthcare Representative,7094,No,12,0,Very High,High,High,Low
842,,Human Resources,Female,Married,39,822b2554-4857-42f2-add6-b1ca41febf3a,9,2,3,12,9.0,Pensilvania,No,Travel_Rarely,Human Resources,2,Human Resources,6389,No,15,3,High,Very High,Medium,High
843,Master,Other,Female,Married,49,7d21f662-7b7b-4571-86e6-a371e8cd8a9d,7,0,0,27,3.0,Wyoming,No,Travel_Rarely,Research & Development,4,Research Director,16413,No,16,2,Low,High,Medium,Medium
844,Bachelor,Marketing,Female,Married,46,0300122c-d8c8-4b4d-9605-8f6b09d0b9f2,11,1,2,15,2.0,Suecia,No,Travel_Rarely,Sales,3,Sales Executive,9071,Yes,19,3,High,Medium,Very High,High
845,Master,Life Sciences,Male,Married,37,cb558a00-3c45-4945-bb44-883a4f3cbc6c,11,9,4,17,5.0,Luisiana,Yes,Travel_Rarely,Sales,3,Sales Executive,10609,No,11,2,Low,Medium,High,High
846,Master,Marketing,Male,Single,34,6c533cee-da6c-48e4-afbf-ebd4796087d2,10,3,0,10,0.0,Alemania,No,,Sales,2,Sales Executive,4568,No,20,2,Medium,High,High,High
847,,Medical,Male,Married,28,35b09a86-3e4e-4c74-a13e-eb0f550e2199,5,0,0,1,1.0,Italia,No,Travel_Rarely,Sales,1,Sales Representative,1052,No,22,5,Very High,High,Medium,Medium
848,Bachelor,Life Sciences,Male,Divorced,31,4340981f-0d0a-4f46-ae1c-c5433617280c,10,0,1,10,1.0,Maryland,No,Travel_Rarely,Research & Development,2,Laboratory Technician,4197,No,11,2,Medium,High,High,Low
849,Bachelor,Life Sciences,Male,Divorced,45,ed1ca5d5-5cfa-4023-99e5-b99bc498844a,6,0,0,25,2.0,Washington,No,Travel_Rarely,Research & Development,3,Research Scientist,9724,No,17,2,Medium,High,Low,High
850,College,Life Sciences,Female,Married,51,c6df7d5f-dc6e-4a00-b972-f42e24a1f387,5,0,3,18,4.0,Finlandia,No,Travel_Rarely,Sales,2,Sales Executive,4936,No,11,2,High,High,Very High,High
851,Bachelor,Life Sciences,Male,Married,47,72a9e35c-d807-451d-b50d-b4bad8b75b59,6,2,6,25,7.0,Utah,Yes,Travel_Frequently,Sales,4,Sales Executive,12936,No,11,3,High,Low,High,High
852,Bachelor,Medical,Female,Divorced,29,30717d25-438d-4801-8e93-e4142345c778,4,0,2,5,6.0,Pensilvania,Yes,Travel_Rarely,Sales,1,Sales Representative,2800,Yes,19,3,Medium,Medium,,High
853,,Life Sciences,Female,Married,54,358d2951-1c93-469d-bddc-648ce3a371b6,10,0,3,9,3.0,Croacia,No,Travel_Rarely,Research & Development,2,Research Scientist,2897,No,11,6,Low,High,High,High
854,Master,Marketing,Female,Married,35,5257b130-8684-46f6-80f0-b8b334ca0998,7,2,2,5,0.0,Alemania,Yes,Travel_Frequently,Sales,2,Sales Executive,4614,Yes,18,0,Very High,High,High,High
855,Master,Life Sciences,Female,Married,47,56337f27-ef6d-4792-94ec-2ca0065148a2,10,1,0,27,3.0,Kansas,No,Travel_Rarely,Human Resources,5,Manager,19658,No,11,2,Very High,High,High,High
856,Bachelor,Marketing,Male,Married,45,e01eb6be-b87c-4d9d-9374-e69e4aa8b540,2,0,5,10,1.0,Alabama,No,Non-Travel,Sales,2,Sales Executive,4385,No,15,2,Low,Medium,,Low
857,Bachelor,Life Sciences,Male,Single,35,3590c47c-42d5-4681-b199-fe77e6d0303a,5,6,1,10,1.0,Portugal,Yes,Travel_Rarely,Sales,2,Sales Executive,5813,Yes,18,2,High,High,Very High,Very High
858,Master,Medical,Female,Married,58,c47c9489-9c07-4fb6-9d57-3a7d980a7942,10,2,0,31,7.0,Nevada,Yes,Travel_Rarely,Research & Development,3,Manufacturing Director,10008,Yes,14,0,High,Medium,Low,Very High
859,Doctor,Medical,Female,Divorced,33,faf600d9-6f05-4a26-9f63-9923eda433e7,7,0,2,10,4.0,Nueva Jersey,No,,Research & Development,4,Research Director,16184,No,19,2,Low,Very High,High,High
860,Below College,Human Resources,Male,Single,36,beef6db0-8522-451c-9865-cd61e1357693,10,0,5,10,1.0,Nebraska,No,Travel_Frequently,Human Resources,2,Human Resources,3886,No,21,2,Medium,Medium,Very High,Very High
861,,Life Sciences,Male,Single,48,6b48b4d3-5087-4477-bdf0-f4c1e42a5a5d,11,0,0,27,7.0,Florida,No,Travel_Rarely,Research & Development,3,Healthcare Representative,10999,No,14,3,High,Medium,,Medium
862,College,Medical,Male,Single,41,6f601b43-1a36-4e1c-9e88-5addef19168b,9,1,8,19,1.0,España,No,Non-Travel,Sales,2,Sales Executive,6151,No,13,4,High,Low,Medium,
863,,Medical,Female,Married,29,b272923b-1cfa-4bcf-bdaf-78d3f8fe6399,9,0,0,11,1.0,Noruega,No,Travel_Frequently,Sales,3,Sales Executive,7918,No,14,5,Medium,High,,Very High
864,College,Life Sciences,Female,Married,40,d0ec4b1f-6159-4961-ad8f-8603a1b18dce,1,1,2,5,1.0,Misisipi,No,Travel_Rarely,Sales,2,Sales Executive,4639,No,15,2,Very High,High,,High
865,Master,Medical,Female,Single,40,b00f10bf-165b-435c-b5fd-8eef3efdb644,7,0,9,20,9.0,Rumania,No,Travel_Frequently,Research & Development,3,Research Director,13499,No,17,3,Medium,High,High,High
866,Master,Life Sciences,Female,Divorced,54,7b20ccf5-ed9e-46e1-b569-332d78d16445,4,1,1,33,7.0,España,No,,Research & Development,3,Manufacturing Director,10502,No,17,2,Very High,High,High,Low
867,Master,Medical,Male,Divorced,31,e43f3a35-ff2e-4f95-a164-893ee6bcc0ec,1,0,1,9,2.0,Rumania,Yes,Travel_Rarely,Sales,2,Sales Executive,4233,No,17,2,Medium,High,Low,High
868,Bachelor,Other,Male,Single,34,5ab6a2f7-224d-4516-b407-5564b46f3841,4,0,3,6,1.0,República Checa,No,Travel_Rarely,Sales,2,Sales Executive,6274,No,22,5,Very High,High,,High
869,Master,Marketing,Male,Married,31,12ec9219-e916-4508-864b-8b34b6f7c9db,2,0,0,10,2.0,Hungría,Yes,Travel_Rarely,Sales,3,Sales Executive,8161,No,13,2,Low,High,,Low
870,Bachelor,Marketing,Male,Divorced,29,c7515022-873a-4388-8217-9ebe6665d769,9,2,0,2,1.0,Reino Unido,No,Travel_Rarely,Sales,1,Sales Representative,2297,No,14,2,Very High,High,Medium,Very High
871,,Life Sciences,Female,Married,28,034e67a6-c3fd-4718-8e26-0625d399981a,8,2,3,10,0.0,Dakota del Sur,No,Non-Travel,Research & Development,2,Laboratory Technician,6674,No,11,6,High,Low,Very High,Low
872,Below College,Life Sciences,Female,Married,28,279ac106-515e-40a0-9c05-861462f6b2e4,5,0,0,1,1.0,Hungría,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2515,Yes,11,4,High,High,,Very High
873,Master,Medical,Male,Married,31,c8624d4d-d8af-4e8d-92ce-0b1972131962,8,3,3,10,1.0,Dakota del Norte,Yes,Travel_Rarely,Research & Development,2,Manufacturing Director,6179,Yes,15,3,Very High,High,High,Very High
874,Bachelor,Medical,Female,Single,45,f7d001aa-08b3-447c-bca9-0affded37e5e,6,0,0,22,3.0,Utah,No,Travel_Frequently,Research & Development,5,Manager,18061,No,22,4,Medium,High,Medium,
875,Bachelor,Medical,Male,Single,34,9c367295-acda-45d6-8e59-ef8d2502843a,8,2,6,14,0.0,Austria,No,Travel_Frequently,Research & Development,2,Healthcare Representative,5343,No,20,3,Very High,Medium,Low,High
876,College,Medical,Male,Married,59,45bcdd13-2fc3-4001-a35e-ef962f230b58,9,0,0,7,8.0,Hungría,No,Travel_Rarely,Human Resources,1,Human Resources,2267,No,17,2,Medium,High,High,Very High
877,,Life Sciences,Female,Married,32,1eb21027-9049-416d-9bb0-0d9f15dcb69b,10,0,0,5,6.0,Delaware,No,Non-Travel,Research & Development,1,Laboratory Technician,2332,No,20,3,High,Medium,Medium,High
878,Master,Other,Female,Married,48,e333a2a3-64f1-4927-a2ef-769ff8776be9,0,2,4,10,8.0,Alabama,No,,Research & Development,1,Research Scientist,2367,No,12,3,High,High,Low,Very High
879,Bachelor,Life Sciences,Female,Single,19,18870141-2943-4c6e-8de5-b6d6106cd614,7,0,1,1,1.0,Rumania,No,Travel_Rarely,Research & Development,1,Research Scientist,2994,Yes,12,2,Medium,Very High,Very High,Very High
880,Master,Other,Male,Married,44,89f52251-b8f5-4bd0-9892-8659ff450ee7,10,0,0,9,,Nueva York,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6465,Yes,13,5,Very High,High,Very High,Very High
881,,Marketing,Male,Divorced,45,91a03d47-d32c-4530-aa94-d8a2640fa645,5,0,0,18,4.0,Wyoming,No,Travel_Rarely,Sales,3,Sales Executive,10761,Yes,12,2,Very High,High,Low,High
882,College,Medical,Male,Divorced,40,67423f3f-bc15-4419-901a-b8c5d7383280,2,1,3,22,0.0,Luisiana,No,Travel_Rarely,Research & Development,5,Research Director,19436,No,19,5,Low,High,High,Very High
883,Bachelor,Life Sciences,Female,Divorced,37,70a635a5-cd80-44b5-82db-134f3f4d883f,1,7,0,18,1.0,Austria,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3034,No,12,2,Very High,High,Low,High
884,,Medical,Male,Divorced,42,d9fd1551-e4c9-4e97-bce9-1eba2c36d156,7,0,1,7,8.0,Dinamarca,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2766,No,22,6,Medium,High,,Medium
885,Master,Life Sciences,Male,Married,38,80d80506-b2eb-4a2b-bf31-25d19b0bb76c,6,2,5,10,2.0,Portugal,No,,Research & Development,2,Manufacturing Director,5321,No,11,1,Low,Medium,High,Very High
886,Bachelor,Technical Degree,Female,Single,30,5edc62c4-d3c2-4ad9-ba07-8923857c8bcc,5,0,2,8,5.0,Dakota del Norte,Yes,,Research & Development,1,Research Scientist,2657,Yes,11,5,Very High,High,Low,High
887,Master,Life Sciences,Female,Married,35,c8af6f19-ce5c-4924-bb82-205f644fd049,4,1,0,4,1.0,Dakota del Norte,No,Travel_Rarely,Research & Development,1,Research Scientist,2977,No,12,5,High,Low,Very High,Very High
888,College,Marketing,Male,Married,42,6093723b-13b4-4f21-9af1-e175c0ae4c3b,10,0,0,21,6.0,Massachusetts,No,Travel_Rarely,Sales,5,Manager,18303,No,13,3,Very High,High,High,Medium
889,Doctor,Life Sciences,Male,Married,47,baceadeb-c5d2-46e5-ab14-150260a4a32b,6,1,1,21,4.0,Alemania,No,Travel_Rarely,Research & Development,5,Research Director,18300,No,11,2,Very High,High,High,Medium
890,Master,Technical Degree,Male,Divorced,45,06110ade-e844-438f-8b0d-9cb3e2a0cf10,3,3,5,10,1.0,Alemania,No,Travel_Rarely,Research & Development,3,Healthcare Representative,7441,No,12,4,Low,High,Medium,Low
891,Bachelor,Life Sciences,Male,Single,29,2841d156-a3ea-443a-970e-c31e765855ba,8,1,5,6,1.0,Nueva Jersey,No,Travel_Rarely,Research & Development,1,Research Scientist,2340,No,19,1,High,High,Very High,Low
892,Master,Other,Male,Married,32,715669e7-e9ba-4760-8c65-72ad3a641c51,1,1,1,6,8.0,Bélgica,Yes,Non-Travel,Sales,2,Sales Executive,4707,No,12,2,Very High,Very High,,Very High
893,Master,Life Sciences,Female,Single,34,0ccebc61-4d50-4257-a11b-5d48b8703e54,2,0,2,10,2.0,Alabama,No,Travel_Rarely,Research & Development,1,Research Scientist,3280,No,16,2,Medium,Very High,Very High,High
894,Bachelor,Marketing,Male,Single,34,6476ab66-fcaa-46b1-9b84-054a9e855be0,6,2,0,14,1.0,Bélgica,No,,Sales,3,Sales Executive,9888,No,21,3,Low,High,Very High,Low
895,,Technical Degree,Male,Single,28,c95cdbd0-c8c6-4703-a221-0de6149ceb8c,3,0,0,2,1.0,España,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,3441,Yes,13,3,High,High,,High
896,Doctor,Marketing,Male,Divorced,30,fa88f9ce-fe60-488b-bd99-5fac384e193e,5,4,5,10,7.0,Georgia,No,Travel_Rarely,Sales,2,Sales Executive,5304,No,23,2,High,High,Very High,Very High
897,Master,Medical,Male,Married,29,21d7ff0e-7e95-4033-85a7-a57150af336d,4,0,0,4,9.0,Dinamarca,Yes,Travel_Rarely,Research & Development,1,Research Scientist,4787,Yes,14,3,Low,High,Very High,Medium
898,Bachelor,Marketing,Male,Single,33,50fa3e4c-a0bc-4567-adb6-75980a0d9fbd,7,0,1,9,3.0,Dakota del Norte,No,Travel_Frequently,Sales,2,Sales Executive,4682,No,14,6,Medium,Medium,Very High,High
899,Below College,Medical,Male,Married,33,5342eb5c-21f6-4a69-91a3-967e03172998,3,5,6,15,7.0,Misuri,Yes,Travel_Rarely,Research & Development,3,Manager,13610,Yes,12,2,Medium,High,High,Very High
900,Below College,Medical,Male,Single,26,7fb81952-7a1b-4d5a-ba61-e4abbbbe4ac2,1,0,0,5,0.0,Connecticut,No,,Research & Development,1,Research Scientist,3904,No,12,2,Low,Medium,Very High,Very High
901,Doctor,Medical,Female,Single,36,12d6cd04-4d9e-4e82-93c7-5d0063ac4822,3,0,0,7,4.0,Maine,No,Non-Travel,Sales,2,Sales Executive,6653,No,15,6,Very High,High,Very High,Medium
902,Below College,Medical,Male,Married,25,a1437910-146d-4547-97d1-0642ad7cfd9f,7,0,0,7,3.0,Bélgica,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3669,No,11,6,Very High,High,Very High,High
903,Master,Life Sciences,Male,Single,32,a24af124-09cb-4f94-bacd-0e6e1e6e8c93,1,0,0,8,8.0,Minnesota,No,Travel_Rarely,Research & Development,2,Manufacturing Director,9679,No,24,1,Very High,Medium,Very High,Medium
904,,Life Sciences,Male,Divorced,49,bc73b6ae-1a4f-4cd0-a2ba-3c66a38d3413,6,0,4,7,1.0,Francia,No,Non-Travel,Research & Development,2,Manufacturing Director,6804,Yes,15,0,Very High,High,Very High,Low
905,Master,Life Sciences,Male,Divorced,36,96df7c8b-8958-4a99-847d-01879930a84b,10,1,7,7,1.0,Maryland,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2741,No,14,4,High,Low,High,High
906,,Life Sciences,Male,Married,28,c9c4f1f2-c11c-4fac-935f-68b25147d8f4,4,0,1,5,1.0,Maine,No,Travel_Rarely,Sales,2,Sales Executive,4724,No,11,0,High,Medium,Low,High
907,Bachelor,Medical,Male,Married,42,8cf07da5-7d3f-4c05-8fce-917fd1b32d2d,1,0,0,4,4.0,Carolina del Sur,No,Travel_Rarely,Research & Development,1,Laboratory Technician,4841,No,14,3,High,Medium,Medium,Medium
908,,Life Sciences,Female,Single,31,cfec588c-ec7a-454d-8938-53e68aa17378,2,0,0,1,1.0,Bélgica,Yes,Travel_Rarely,Research & Development,1,Research Scientist,1261,No,12,3,Low,Medium,Medium,High
909,Bachelor,Other,Male,Married,45,7abfedb1-bb98-465d-88b8-e6cce67c0046,9,1,6,25,0.0,Austria,No,Travel_Rarely,Research & Development,5,Manager,19202,No,11,2,High,Very High,Very High,High
910,,Life Sciences,Female,Married,39,c3e874d7-35d3-499d-b75b-faa61e03dc29,2,3,5,21,1.0,Francia,No,Travel_Rarely,Research & Development,4,Manufacturing Director,12742,No,16,3,Very High,Medium,Very High,High
911,Below College,Medical,Female,Married,40,f682a9f7-0e25-412c-9a71-8dc44546109b,10,3,5,21,1.0,Dakota del Norte,No,Travel_Rarely,Research & Development,5,Manager,19033,No,14,2,Very High,High,High,Medium
912,Master,Marketing,Male,Single,42,bea2a23f-11d3-46ee-b732-b88eddf3c27e,3,0,5,9,7.0,República Checa,No,Travel_Rarely,Sales,2,Sales Executive,5155,No,13,3,Medium,High,Low,Very High
913,Below College,Life Sciences,Male,Single,27,36f3f81f-ed99-4e5a-884f-c0a4339267da,9,0,0,8,3.0,Dinamarca,No,Travel_Frequently,Sales,2,Sales Executive,5071,No,20,3,Very High,Low,Very High,Medium
914,,Other,Male,Divorced,34,877f112e-b8a7-4ce4-bcaf-5bfe08b862a2,7,0,0,10,5.0,España,No,Travel_Frequently,Research & Development,1,Research Scientist,2996,No,14,2,Very High,High,Low,High
915,Master,Medical,Male,Married,55,05346d62-fb75-470a-ab52-477d4d927703,4,5,0,17,3.0,Luisiana,No,Travel_Frequently,Research & Development,2,Healthcare Representative,6385,Yes,14,3,High,High,Medium,Very High
916,Bachelor,Medical,Male,Married,32,df69250f-1f5d-411e-abd4-14858251fd49,10,6,3,9,1.0,Italia,No,,Research & Development,2,Manufacturing Director,6162,Yes,22,3,Low,High,Very High,
917,Below College,Life Sciences,Male,Married,30,94265c34-bbff-4ff2-8840-69968ed3c49a,10,1,0,10,1.0,Luisiana,No,Travel_Rarely,Research & Development,2,Laboratory Technician,5126,Yes,12,1,Very High,Medium,Very High,High
918,Master,Marketing,Male,Divorced,33,f7cde5f1-5d17-454d-8078-a919f4ce5259,8,0,2,6,0.0,Virginia,No,Travel_Rarely,Sales,2,Sales Executive,7104,No,12,3,High,High,High,Very High
919,,Life Sciences,Male,Single,51,c97e9618-575e-428b-ab49-f8eb54f78ee0,7,0,0,18,2.0,Ohio,Yes,Travel_Frequently,Research & Development,3,Manufacturing Director,10650,No,15,2,Low,Low,Very High,Very High
920,Below College,Life Sciences,Female,Single,59,0690774b-fd54-4798-a447-515e1d25ebfe,9,1,1,20,7.0,Minnesota,No,Travel_Frequently,Sales,2,Sales Executive,5473,No,11,2,Low,Medium,High,Very High
